"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","ÆÑ½º¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸","ÅÂ±×","Àå¾ÖÀÎÆíÀÇ½Ã¼³"
"43995","ja","«¨«ë«Ö«ê«à(elburim)åÇÜ×ïÁ","https://japanese.visitseoul.net/attractions/2023022/JPPoqlgy2?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPoqlgy2","  "," ÔÔÓŞÚ¦? «Á«ç«ó«Î«ó«í 24¡¢1Í­ ","+82-507-1491-6000","","elburimtailorshop.modoo.at","êÅ-÷Ï 10:00~20:00 KST","êÅ-÷Ï","ìíèøìí","5?àÊÓÍò¤õ½?4ÛãõóÏ¢ª«ªé386m","«ª«ì«¬«²(ÖÕ?), «¦«§«Ç«£«ó«°«É«ì«¹, «ª?«À?«·«ã«Ä, ÔÔÓŞÚ¦, ÓÍä¨×ì, «ª?«À?«¹?«Ä, «¹?«Äğ²íÂ",""
"28162","ja","«³«­«êİÏãİ","https://japanese.visitseoul.net/attractions/kokkiri-bunsik-jp/JPP028053?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP028053","  "," Ø«øİ? «È«Õ«¡2«®«ë 3 ","+82-2-717-9061","","https://www.instagram.com/koggiri_mapo_line5/","09:30~21:00 «é«¹«È«ª?«À? 20:30","?ìí","?êÅğ¯1¡¢3êÅèøìíª¬ïÒıÌìíªÇª¹¡£","5?àÊØ«øİ?3ÛãõóÏ¢ª«ªé270m","«ª«ì«¬«²(ÖÕ?), İÂãİ, ?à¬«È«Ã«İ«Ã«­, Íë?, «İ«Ã«¯«ó«Ñ«×, Ø«øİ«È«Ã«İ«Ã«­?ïË",""
"690","ja","«È«ê«Ã«¯«¢«¤Ú¸âúÎ½","https://japanese.visitseoul.net/attractions/trick-eye-museum-jp/JPP000470?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP000470","121-838 «½«¦«ëã¼Ø«øİ?à¤ÎéÔ×357-1 à¤Îé«×«é«¶B2","04039 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Û«ó«¤«¯«í3«®«ë20 B02? (à¤ÎéÔ×) ","+82-2-3144-6300","+82-2-325-0972","http://trickeye.com/seoul/en","9:00?21:00 ìıíŞªÏ20:00ªŞªÇ","","Ò´ñéÙíıÌ","ò¢ù»?2?àÊ¡¸«Û«ó«Ç«¤«×«¯¡¹?9ÛãõóÏ¢ª«ªéÓù?5?10İÂ","Ú¸âúÎ½,«È«ê«Ã«¯«¢«¤,«¢«¤«¹«ß«å?«¸«¢«à,3D???,ó¹?«ß«å?«¸«¢«à,«È«ê«Ã«¯«¢«¤«ß«å?«¸«¢«à,«½«¦«ë«µ«ó«µ«ó«Ê«é,ì¶ßäÚ¸âúÎ½,ûğÓŞ«È«ê«Ã«¯«¢«¤,«é«Ö«ß«å?«¸«¢«à,AR«ß«å?«¸«¢«à",""
"31967","zh-TW","İÖÎÃôÑíİøè","https://tchinese.visitseoul.net/attractions/İÖÎÃôÑíİøè/TCP031946?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP031946","122-947 âÏì³ã¼ëÚøÁÏ¡ÓŞğÊÔ×80-7 ","03396 âÏì³ã¼ëÚøÁÏ¡÷ÖìéÖØ69Ê¶15 (ÓŞğÊÔ×) ","+82-2-353-8543","","","08:00~19:00","ñÎìé~ñÎ×¿","ñÎìí","3ûÜàÊİÖÎÃó×7ûÜõóÏ¢ ","ÖÕïÁÍªüñ,ôÑíİøè,İÖÎÃó×,ÖÕïÁ,İÖÎÃôÑíİøè,ëÚøÁÏ¡",""
"255","ja","63 SQUARE","https://japanese.visitseoul.net/attractions/63-square-jp/JPP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP000210","150-763 «½«¦«ëã¼çµÔôøİ?æ£ëøÓöÔ×60 ","07345 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?63«í50 (æ£ëøÓö)63«Ï«ó«Õ«¡ßæÙ¤«Ó«ë«Ç«£«ó«°","+82-2-789-5663","","https://www.63art.co.kr/home/63ART/jpn/main.do","10:00-20:00","","Ò´ñéÙíıÌ","ò¢ù»?5?àÊ¡¸«è«¤«Ê«ë¡¹?4ÛãõóÏ¢ª«ªéª½ªìª¾ªì«·«ã«È«ë«Ğ«¹êóªê    ò¢ù»?1?àÊ¡¸«Æ«Ğ«ó¡¹?6ÛãõóÏ¢ª«ªéª½ªìª¾ªì«·«ã«È«ë«Ğ«¹êóªê    ò¢ù»?5?àÊ¡¸«è«¤«É¡¹?5ÛãõóÏ¢ª«ªéª½ªìª¾ªì«·«ã«È«ë«Ğ«¹êóªê  ","63«Ó«ë«ì«¹«È«é«ó,î÷ØĞ÷»,«Ç?«È«³?«¹,63«¹«¯«¨«¢,«è«¤«É,63«Ó«ë,æ£ëøÓö,63«¢?«È,63«¢«¯«¢«×«é«Í«Ã«È,«¢«¯«¢«ê«¦«à,æ£ëøÓöî÷ØĞ÷»,«è«¤«Éî÷ØĞ÷»",""
"210","en","63 Square","https://english.visitseoul.net/attractions/63-Square/ENP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP000210","150-763 60, Yeouido-dong, Yeongdeungpo-gu, Seoul, Korea ","07345 50, 63-ro, Yeongdeungpo-gu, Seoul, Korea ","+82-2-789-5663","","https://www.63art.co.kr/home/63ART/eng/main.do","Daily 10:00 - 20:00","","Open year round","* Subway Lines 5 & 9, Yeouido Station, Exit 5 * Subway Line 9, Saetgang Station, Exit 1 * Subway Line 5, Yeouinaru Station, Exit 4 (Take the 63 Square shuttle bus from all exits)","HangangRiver,HangangView,GoldenTower,63Square,Architecture,Yeouido63,DateCourse,Yeouido,Dining,Art,Landmark,Overlook,Observatory",""
"16452","zh-TW","63 Squareå¨ÌØ","https://tchinese.visitseoul.net/attractions/63-Squareå¨ÌØ/TCP016323?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP016323","  ","  ","","","","","","","","63 Square,63ÓŞù¿,ÌØÎº÷»,63City,å¨ÌØ,âÏì³å¨ÌØ",""
"2047","en","Deoksugung Palace","https://english.visitseoul.net/attractions/Deoksugung-Palace/ENP002046?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002046","100-120 Jeong-dong, Jung-gu, Seoul 5-1","100-120 99 Sejong-daero, Jung-gu, Seoul ","+82-2-771-9951","+82-2-771-9953","http://www.deoksugung.go.kr:8081/","Daily 9:00 - 21:00 (Last entry 20:00) *Closed Mondays*","","","Subway Line 1, City Hall Station, Exit 2 (5 minutes by foot) Subway Line 2, City Hall Station, Exit 12 (5 minutes by foot)  ","SeoulOuting,KoreanTradition,SeoulWalkingStreet,KoreaTravel,JeongdongStonewallRoad,KoreanPalace,DeoksugungAtNight,PalaceTour,SeoulTopTravelDestinations,SeoulNightView,SeoulTravel,Jeongdonggil,Palace,DeoksugungTour,KoreanHistory,DeoksugungPalace","Accessible Restrooms,Accessible Information Centers & Services(Wheelchair rentals, etc.)"
"43481","ja","«Á«ã«½«ó«À«ó?ÏÑ","https://japanese.visitseoul.net/attractions/2023012/JPPr3kbck?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPr3kbck","  "," Ë°à¤? «Ñ«ó«Õ«¡«Ç«í21«®«ë 76  ","+82-2-2662-0555","","","êÅ-÷Ï 09:00~21:00, ìí 09:00~18:00","?ìí","õæğ®ìí","9?àÊÍöùûã¼íŞ?3ÛãõóÏ¢ª«ªé201m"," ÑÑøİÍöùû, ÛÁûı, ?ÏÑ,«ª«ì«¬«²(ÖÕ?), ËíË¬,Íöùûã¼íŞ?",""
"16349","ja","63«¹«¯«¨«¢å¨ÌØ","https://japanese.visitseoul.net/attractions/63-Square-at-Night-JP/JPP016323?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP016323","150-763 «½«¦«ëã¼çµÔôøİ?æ£ëøÓöÔ×60 «Ï«ó«Õ«¡ÑÑë×«»«ó«¿?63","07345 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?63«í50 (æ£ëøÓöÔ×)«Ï«ó«Õ«¡ÑÑë×«»«ó«¿?63","","","","10:00?22:00(ìıíŞªÏ21:30ªŞªÇ)","","","ò¢ù»?1?àÊ/9?àÊ¡¸«Î«ê«ã«ó«¸«ó¡¹?1ÛãõóÏ¢","î÷ØĞ÷»,êÃª¤ªÎÛú,63«Ó«ë,«½«¦«ëå¨ÌØ,63«Ó«ëî÷ØĞ÷»,æ£ëøÓö,63«·«Æ«£,«è«¤«É,å¨ÌØ,63«¹«¯«¨«¢",""
"257","zh-CN","63ÓŞù½","https://chinese.visitseoul.net/attractions/63ÓŞù½/CNP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP000210","150-763 âÏ?ã¼çµÔôøİ?×¿ß²ÖØ50  ","07345 âÏ?ã¼çµÔôøİ?×¿ß²ÖØ50  ","+82-2-789-5663","","https://www.63art.co.kr/home/63ART/chn/main.do","10:00ò¸20:00","ñ²ìéò¸ñ²ìí","Ò´?ÙéıÌ","1?? ÓŞÛ°ó×6?õóÏ¢õó?ı¨£¬?ã«??ÍëÎß?    5?? æ£ëøÔ¤Ï¢ó×4?õóÏ¢õó?ı¨£¬?ã«??ÍëÎß?    5?? æ£ëø?ó×5?õóÏ¢õó?ı¨£¬?ã«??ÍëÎß?   ","???,â©ğé?,ò¢?,63ÓŞù½,î÷ØĞ÷»,?ÓÛ,Ùşûù,æ£??",""
"23958","en","Deoksugung Stonewall Walkway","https://english.visitseoul.net/attractions/Deoksugung-Stone-Wall-Path/ENP023563?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP023563"," 24, Sejongdae-ro 19 gil, Jung-gu, Seoul ","04519 24, Sejong-daero 19-gil, Jung-gu, Seoul (Jeongdong, British Embassy)","+82-2-751-0734","","http://www.deoksugung.go.kr/","Open year round  *Interior walking path open Tuesday ? Sunday 9:00 ? 21:00*","","","Subway Lines 1 & 2, City Hall Station, Exit 3 (3 minutes by foot)","SeoulDatingCourse,AutumnDatingcourse,SeoulAutumnAttractions,SeoulPromenade,SeoulOuting,ForLovers,WeekendOuting,RomanticPlacesInSeoul,DeoksugungStonewallWalkway,GreatPlacesToWalkInSeoul,NiceWalkingPath",""
"43620","en","Deungchon Choewolseon Kalguksu","https://english.visitseoul.net/attractions/2023011/ENPof5zcz?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPof5zcz","  "," 68 Hwagok-ro 64-gil, Gangseo-gu, Seoul ","+82-2-3661-2744","","","Weekdays 11:30-15:00, 16:00-21:30 / Weekends 11:30-16:00, 17:00-21:30 KST","Daily","None","580 meters from Exit 4 of Jeungmi Station on Line 9","Noodle dish , Gimpo Airport,OraeGage, Kalguksu,Soup, Korean food",""
"1847","en","Yakhyeon Catholic Church","https://english.visitseoul.net/attractions/Yakhyeon-Catholic-Church/ENP001845?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001845","100-858 Jungnim-dong, Jung-gu, Seoul 149-2"," 04506 447-1, Cheongpa-ro, Jung-gu, Seoul ","+82-2-362-1891","","http://www.yakhyeon.or.kr/","* Museum 09:00 - 18:00 * Gallery 09 :00 - 18:00  * Mass Schedule: Mondays 06:00 Tuesdays 10:00, 19:00 Wednesdays 06:00, 10:00 Thursdays 10:00, 19:00 Fridays 10:00 (Mass at Hyeonyangtap at Seosomun Martyrs' Shrine in Seosomun Park) Saturdays 18:00  Sundays 06:00, 09:30 (Elementary, middle school students) / 11:00 (General public) / 18:00 (Youth)  ** The church is closed to visitors during mass.","","Museum: Closed Mondays, New Year's Day & Chuseok Church: Closed to visitors during mass","* Subway Lines 1 & 4, Seoul Station, Exit 1 (10 mins on foot) * Subway Lines 2 & 5, Chungjeongno Station, Exits 4 & 5 (10 mins on foot)","Jungnimdong,ReligiousSite,YakhyeonCatholicChurch,Gothic,Church,Catholicism,HistoricSite,SeoulStationWeddingCeremony",""
"24075","zh-CN","DiA Gallery","https://chinese.visitseoul.net/attractions/DiA-Gallery/CNP001740?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001740","110-270 âÏ?ã¼?ÖØ?ÌıÔ×  7","03056 âÏ?ã¼?ÖØ?ÌıÔ×Ê¶121-2 (ÌıÔ×) ","+82-02-742-6030","","","KST 10:30 ~ 18:30","","","3?? äÌ?ó×3?õóÏ¢ñéäçÍÔñéïá?Û±","DiA Gallery,Ùşûù,Ú¸??,İÁõ½?è©õ½,?è©?ÕÆ,?è©,?êÈ??",""
"43630","en","Motungi Jip","https://english.visitseoul.net/attractions/2023004/ENPou99aq?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPou99aq","  "," 20, Teheran-ro 1-gil, Gangnam-gu, Seoul (Yeoksam-dong) ","+82-2-562-5948","","","09:00~23:00","Daily","None","169 meters from Exit 11 of Gangnam Station on Sinjindang Line 2","OraeGage, Ramen, Sujebi, Haejang, Sinnonhyeon Station, Gangnam Station, bunsik",""
"43959","zh-CN","SamwooíÈ?ñéãı","https://chinese.visitseoul.net/attractions/Samuchikin-kr/CNPd11wkn?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPd11wkn"," çµÔôøİ?ã·?ÓŞÖØ671 ","07442 çµÔôøİ?ã·?ÓŞÖØ671 ","+82-2-844-9292","","","12:00~24:00","Øßìí","Ùé","Ëå›°ò¢?2??ãæÓŞó×4?õóÏ¢813Ú·","ÖÕïÁ, ?ë¿, ?ë¿, ıñØĞ, ÓŞ×ùÔ×, ??, ÷×?, ?îñÍë?",""
"23981","zh-CN","êª?ÖØô¸ñ«?ÓÑ","https://chinese.visitseoul.net/attractions/êª?ÖØô¸ñ«?ÓÑ/CNP001862?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001862","140-850 âÏ?ã¼?ß£?êª?ÖØ4Ê¶ 1-1  ","04361 âÏ?ã¼?ß£?êª?ÖØ19Ê¶49 (êª?ÖØ4Ê¶) ","+82-2-701-5501","","http://songsim.org","?ò¢âŞ??? 09:00 ~ 17:00","","ĞÆËß?ÎèûäĞìöâ??ì»ïÒ","5?? Ø«øİó×4?õóÏ¢ÜÆú¼10İÂ? 6?? üøóãÍë?ó×3¡¢4?õóÏ¢ÜÆú¼10İÂ?  ","Ùşûù?,êª?ÖØ?ÓÑ,?ß£ãæ?Îè,æ£??,?ß£ó×,å­??ãı?ÓÑ,êª?ÖØô¸ñ«?ÓÑ",""
"45425","zh-TW","îñìòã¼íşãøÍöÊàñìúŞ","https://tchinese.visitseoul.net/attractions/formermayorsoffice/TCP678cv8?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP678cv8"," ¼­¿ï Áß±¸ ÅÂÆò·Î1°¡ 31 ¼­¿ïµµ¼­°ü 3Ãş","04524 âÏì³ã¼ñéÏ¡á¦ğóÓŞÖØ110 âÏì³ÓñßöÎ½3×§ ","+82-2)2133-5695	","","https://lib.seoul.go.kr/rwww/html/ko/oldMayorRoom.jsp","ØßñÎì£?ñÎìí¡¢9ïÇ?18ïÇ(ØßñÎìéĞàÛöïÒÍëıÌìíøÍÎ½)","ñÎì£?ñÎìí","ØßñÎìéĞàÛöïÒÍëıÌìíøÍÎ½","1¡¢2ûÜàÊã¼ôæó× 5ûÜõóÏ¢","ã¼ôæ¡¢âÏì³ÓñßöÎ½¡¢","Ùíî¡œÉ÷çÔ³,Ùíî¡œÉ?á¶,íÑòğìÑŞÍÜ×Ùâ÷»(ğÕó¨×ÇëõÔõ),ï³ğ¬"
"45408","zh-CN","îñìòã¼?ãøñì?Íö?","https://chinese.visitseoul.net/attractions/formermayorsoffice/CNP678cv8?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP678cv8"," ¼­¿ï Áß±¸ ÅÂÆò·Î1°¡ 31 ¼­¿ïµµ¼­°ü 3Ãş","04524 âÏ?÷å?ã¼ñé?á¦ğóÓŞÖØ 110£¬âÏ????3? âÏ????3?","+82-2)2133-5695	","","https://lib.seoul.go.kr/rwww/html/ko/oldMayorRoom.jsp","Øßñ²ì£~ñ²ìí£¬9ïÃ~18ïÃ(Øßñ²ìéĞàÛöïÒÍëıÌìí??)","ñ²ì£ò¸ñ²ìí","Øßñ²ìéĞàÛöïÒÍëıÌìí??","1¡¢2??ã¼?ó×5?õóÏ¢","ã¼?¡¢âÏ????¡¢","?ğ¬,?òğìÑò¦Ñõ(?ëõğÕó¨ĞàĞìöâ),?òğìÑá©â¢?,Ùéî¡äô÷çÔ³"
"37895","zh-TW","HYBE INSIGHT","https://tchinese.visitseoul.net/attractions/HYBE-INSIGHT---/TCP037879?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP037879"," âÏì³×£ß£Ï¡ùÓË°ÖØ3Ê¶65-9 ","04389 âÏì³×£ß£Ï¡ùÓË°ÓŞÖØ42£¨ùÓË°ÖØ3Ê¶) HYBE INSIGHTò¢ù»1¡¢2öµ","","","https://hybeinsight.com","11:00ò¸21:00£¨18:55ï¸ò­ìıíŞ£©","ñÎì£ò¸ñÎìí","ñÎìé","4ûÜàÊãæ×£ß£ó××î2ûÜõóÏ¢569Ú· ","ì£õ½û¿ËÛô¥,ğüùêÙşûùÍöÊà,çôäÅ,HYBEÚÏÚªÎ½,ì£õ½ó×,HYBEINSIGHTÚÏÚªÎ½,âÏì³,HYBEINSIGHT",""
"37893","zh-CN","HYBE INSIGHT","https://chinese.visitseoul.net/attractions/HYBE-INSIGHT--/CNP037879?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP037879"," âÏ??ß£??Ë°ÖØ3Ê¶65-9 ","04389 âÏ??ß£??Ë°ÓŞÖØ42£¨?Ë°ÖØ3Ê¶) HYBE INSIGHTò¢ù»1¡¢2?","","","www.hybeinsight.com","11:00ò¸21:00£¨18:55ï¸ò­ìı?£©","ñ²ì£ò¸ñ²ìí","ñ²ìé","4??ãæ?ß£ó×›°2?õóÏ¢569 Ú· ","HYBEINSIGHTÚÏÚª?,HYBEINSIGHT,??,âÏ?,ì£õ½û¿ËÛ?,?ùêÙşûùÍö?,HYBEÚÏÚª?,ì£õ½ó×",""
"22782","zh-TW","DiA Gallery","https://tchinese.visitseoul.net/attractions/DiA-Gallery-tc/TCP001740?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP001740","110-270 âÏì³ã¼ñ£ÖØÏ¡ÌıÔ× 7","03056 âÏì³ã¼ñ£ÖØÏ¡ÌıÔ×Ê¶121-2 (ÌıÔ×) ","+82-2-742-6030","","","KST 10:30~18:30","","","3ûÜàÊäÌÏĞó×3ûÜõóÏ¢ñéäçÍÔñéïáÚ¦Û±","ÎÃûùÚ¦,â¦êÈçİâú,äÌÏĞó×,ÌıÔ×,?ÕÆ,î÷ÕÂ,çİÕÆ,Ú¸âúÎ½,ùÛè©?ÕÆ,Ùşûù,İÁõ½ùÛè©õ½,ùÛè©,DiAGallery",""
"23963","ja","SeMA«Ğ«ó««?","https://japanese.visitseoul.net/attractions/sema-bunker-jp/JPP023532?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP023532","150-010 «½«¦«ëã¼çµÔôøİ?æ£ëøÓöÔ× 2-6","07327 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?«¦«£«µ«À«ó«Ç«íò¢ù»101 (æ£ëøÓöÔ×)","+82-2-2124-8941","","https://sema.seoul.go.kr/en/index","ûıèøìí?ÑÑèøìíªÏ¡¢10:00?20:00 ÷ÏõæìíªÎËÒæÑãÁÊàªÏ 10:00 ~ 19:00","ûıèøìí?ìíèøìí","?ñÎêÅèøìí ","ò¢ù»?5?àÊ/9?àÊ¡¸«è«¤«É¡¹?3ÛãõóÏ¢","ĞÎúŞÓÛ,ÜÜùêÙşûùéıâú«¹«Ú?«¹,İúÚË«Ğ«ó««?,SeMA«Ğ«ó««?,æ£ëøÓö,«½«¦«ë«Ä«¢?,ò¢ù»«·«§«ë«¿?,Ú±?ë¶ß§,«½«¦«ëÕéú¼,SeMA Bunker,«Ğ«ó««?,ÏÚŞÀã¿àâ",""
"23964","zh-CN","SeMAò¢ÜÂ","https://chinese.visitseoul.net/attractions/SeMAò¢ÜÂ/CNP023532?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP023532","150-010 âÏ?çµÔôøİ?æ£ëø?Ô×2-6 ","07327 âÏ?çµÔôøİ??ŞÀÓÑÓŞÖØò¢ù»101£¨æ£ëø?ó×£© ","+82-2-2124-8941","","https://sema.seoul.go.kr/en/index","ñ²ì£ - ñ²çé 10:00 - 20:00 ñ²×¿¡¢ÍëıÌìí 10:00 - 19:00","ñ²ì£ - ñ²ìí ","Øßñ²ìé ","5,9?? æ£ëø?ó×3?õóÏ¢ ","İúÚËò¢ÜÂ,ò¢ÜÂ,æ£ëø?ò¢ù»İúÚËò¢ÜÂ,âÏ?Õéêı,SeMAò¢ÜÂ,æ£ëø?Õéú¼,âÏ?,âÏ?Õéú¼,æ£ëø??ã«ñéãı,SeMA Bunker",""
"1155","en","Yanghwajin Foreign Missionary Cemetery","https://english.visitseoul.net/attractions/Yanghwajin-Foreign-Missionary-Cemetery/ENP001153?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001153","121-883 46, Yanghwajin-gil, Mapo-gu, Seoul ","04084 46, Yanghwajin-gil, Mapo-gu, Seoul ","+82-2-332-9174","","http://www.yanghwajin.net/","Daily 10:00 - 17:00 (KST)","","Closed Sundays ¡Ø Guided tours are not offered on Sundays, Jan. 1st, Lunar New Year, Chuseok, and Christmas","Subway Lines 2 & 6, Hapjeong Station, Exit 7","Cemetery,ForeignMissionary,HistoricSite,Hongdae,Hapjeong,Memorial,Yanghwajin","Accessible Restrooms,Accessible Pathways,Accessible Parking"
"24163","ja","«¹«¯«¸«ç«ó«à«ó(?ïşÚ¦)","https://japanese.visitseoul.net/attractions/sukjeongmun-jp/JPP023760?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP023760","136-822 «½«¦«ëã¼àòİÁ?àòİÁÔ×ß£25-1 ","02822 «½«¦«ëã¼«½«ó«Ö«¯(àòİÁ)?«Æ«µ«°«¡«ó«í1 (àòİÁÔ×)","+82-2-747-2152","",""," 3êÅ?10êÅ 9:00-16:00(ù»ß£ªÏ18:00ªŞªÇ) 11êÅ?2êÅ 10:00-15:00(ù»ß£ªÏ17:00ªŞªÇ)","","êÅèøìí(êÅèøìíª¬õæğ®ìíªÎíŞùêªÏûıèøìíıÌÎ½)","","ŞÈîæğ¯10?,àòÎ¬,ùÓåÕÔ´àò,İÁïşÚ¦,ß²?Ô×,İÁä¿«¹«««¤,ŞÌÓŞÚ¦,İÁä¿ß£,Ùşûùî¯,õËåÀà¼,«½«¦«ëÙşûùî§,ß²?«È«ó«Í«ë,Ñ·éë,âı?Ú¦,ıéìÒñıÚ¦,«½«¦«ëàòÎ¬,ŞÈîæ,?ïşÚ¦,«½«¦«ëùÓåÕÔ´àò,ÔÄëùÚ¦",""
"258","zh-TW","63ÎÆíŞ","https://tchinese.visitseoul.net/attractions/63ÎÆíŞ/TCP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP000210","150-763 âÏì³ã¼çµÔôøİÏ¡æ£ëøÓöÔ×60 ","07345 âÏì³ã¼çµÔôøİÏ¡63ÖØ50 ","1833-7001","","https://www.63art.co.kr/home/63ART/chn/main.do","10:00ò¸20:00","","Ò´ğûÙíıÌ","ò¢ôÑ5ûÜàÊæ£ëøÓöó×5ûÜõóÏ¢÷³ã«ïÈÚàó³    ò¢ôÑ5ûÜàÊæ£ëøÔ¤Ï¢ó×4ûÜõóÏ¢÷³ã«ïÈÚàó³    ò¢ôÑ1ûÜàÊÓŞÛ°ó×6ûÜõóÏ¢÷³ã«ïÈÚàó³   ","ÎºÌØ÷»,63ÎÆíŞ,63ÓŞù¿,æ£ëøÓöó×,63Square,æ£ëøÓö,ò¢øö,â©ğéÎ½,çµÔôøİÏ¡",""
"24110","en","Dia Gallery","https://english.visitseoul.net/attractions/Dia-Gallery/ENP001740?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001740","110-270 7, Gyedong, Jongno-gu, Seoul ","03056 121-2, Gyedong-gil, Jongno-gu, Seoul ","+82-2-742-6030","","","Daily 10:30 - 18:30 (KST)","","","Anguk Station (subway line 3) exit 3","DigitalArt,Art,Gyedong,BukchonHanokVillage,DiaGallery,Exhibition,HanokGallery,Arts,Culture,Gallery,AngukStation",""
"29724","ja","«±«ß«¹?«Ñ?","https://japanese.visitseoul.net/attractions/gaemi-supermarket-jp/JPP029715?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP029715","  ","04303 ×£ß£? «Á«ç«ó«Ñ«í85«®«ë 31 1Í­ ","+82-2-714-3383","","","øÁìí 09:00~01:00 KST","êÅ?ÑÑ","ğ¯1¡¢3ñÎÙÍªÎìíèøìí ","1¡¤4¡¤Íöùû?Ô³¡¤ÌÈÑ²ñéäçàÊ«½«¦«ë?15ÛãõóÏ¢ª«ªé326m","«ª«ì«¬«²(ÖÕ?), «¹?«Ñ?, «¹?«Ñ?«Ş?«±«Ã«È, «Á«ç«ó«Ñ«É«ó, «½«¦«ë?, èâ?ìÑ?ÎÃ«¹«İ«Ã«È, ŞÖª¤õó",""
"38160","ja","«½«¦«ëÍïéıÚÏÚªÎ½","https://japanese.visitseoul.net/attractions/«½«¦«ëÍïéıÚÏÚªÎ½/JPP038092?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP038092"," «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«¢«ó«°«¯Ô×175-112 ","03061 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«æ«ë«´«¯«í3«®«ë4 («¢«ó«°«¯Ô×¡¢«½«¦«ëÍïéıÚÏÚªÎ½) ","?82¡©2-6450-7000","","http://craftmuseum.seoul.go.kr"," 10:00 ~ 18:00 (17:30ìıíŞôóï·) ÑÑèøìí 10:00 ~ 21:00","ûıèøìí~ìíèøìí","êÅèøìí(õæìíªÎíŞùêªÏ?åöª·ªÆª¤ªŞª¹)¡¢1êÅ1ìí","ò¢ù»?3?àÊ¡¸«¢«ó«°«¯¡¹?1ÛãõóÏ¢ª«ªé188m","?öÑªÈìé?ªË,í­ÍêªÈìé?ªË,«½«¦«ëªÎ?ŞÈîÜÙ£á¶,«½«¦«ëÍïéıÚÏÚªÎ½,ñ£ÖØë´ªÓíŞ,ÚÏÚªÎ½«Ç?«È,«½«¦«ëªÎÌ¸ªÉª³ªí,éëªÎìí«Ç?«È,éëªÎìí,ãæª·ª¤«¹«İ«Ã«È,«¢«ó«°«¯Ì¸ªÉª³ªí,«½«¦«ëÚÏÚªÎ½",""
